Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué se entiende por profundidad de color?";"";"";"Número de colores distintos que puede mostrar una imagen.";"Tamaño físico de la imagen en número de píxeles totales.";"Resolución de la imagen.";"Tipo de formato de imagen.";"";"";"es-software-formatos-imagen-4"
"¿Cuál es la menor profundidad de color posible?";"";"";"2 colores.";"4 colores.";"16 colores.";"256 colores.";"";"";"es-software-formatos-imagen-4"
"¿Cuántos niveles de color tiene la profundidad de color de una imagen JPEG estándar?";"";"";"8 bits (256 niveles) para cada uno de los tres tonos RGB.";"4 bits (16 niveles) en total.";"14 bits (16384 niveles) para cada uno de los tres tonos RGB.";"1 bit (2 niveles) en total.";"";"";"es-software-formatos-imagen-4"
"¿Cuántos colores distintos puede mostrar una imagen JPEG estándar?";"";"";"16 millones de colores.";"4 billones de colores.";"256 colores.";"2 colores.";"";"";"es-software-formatos-imagen-4"
"¿Para qué se utiliza la profundidad de color de 1 bit?";"";"";"Enviar fax, almacenar texto o dibujos sencillos.";"Escaneado de documentos para representar colores.";"Imágenes JPEG estándar.";"Cámaras profesionales o de alta gama.";"";"";"es-software-formatos-imagen-4"
"¿Cuántos colores puede representar la profundidad de color de 4 bits?";"";"";"16 colores.";"256 colores.";"2 colores.";"16 millones de colores.";"";"";"es-software-formatos-imagen-4"
"¿Qué tipo de errores puede presentar la profundidad de color de 4 bits?";"";"";"Errores evidentes en el color de la imagen.";"Pérdida de calidad en los bordes de la imagen.";"Falta de nitidez en los contornos de los objetos.";"Ausencia de color.";"";"";"es-software-formatos-imagen-4"
"¿Por qué las cámaras profesionales toman imágenes de tipo RAW con mayor profundidad de color?";"";"";"Para editar o 'revelar' la imagen sin pérdidas de calidad.";"Para que la imagen final ocupe menos espacio en el disco.";"Para enviar fax.";"Para poder realizar escaneado de documentos en alta resolución.";"";"";"es-software-formatos-imagen-4"
"¿Cuál es la principal ventaja de la profundidad de color de 1 bit?";"";"";"Ocupa muy poco espacio.";"Permite representar muchos colores.";"Ofrece una alta resolución.";"Se utiliza en cámaras profesionales.";"";"";"es-software-formatos-imagen-4"
"¿Cuántos tonos de gris puede representar la profundidad de color de 8 bits gris?";"";"";"256 tonos de gris.";"16 millones de tonos de gris.";"4 billones de colores.";"16 colores.";"";"";"es-software-formatos-imagen-4"
"¿Cuántos colores puede representar la profundidad de color de 8 bits?";"";"";"256 colores.";"16 millones de colores.";"4 billones de colores.";"16 colores.";"";"";"es-software-formatos-imagen-4"
"¿Cuál es el estándar de las imágenes con formato GIF en términos de profundidad de color?";"";"";"Profundidad de color de 8 bits.";"Profundidad de color de 24 bits.";"Profundidad de color de 8 bits gris.";"Profundidad de color de 14 bits por cada tono RGB.";"";"";"es-software-formatos-imagen-4"
"¿Qué significa True Color en términos de profundidad de color?";"";"";"Profundidad de color de 24 bits RGB (16 millones de colores).";"Profundidad de color de 8 bits (256 colores).";"Profundidad de color de 14 bits por tono RGB (4 billones de colores).";"Profundidad de color de 8 bits gris (256 tonos).";"";"";"es-software-formatos-imagen-4"
"¿Cuántos colores puede representar la profundidad de color de 24 bits RGB?";"";"";"16 millones de colores.";"256 colores.";"4 billones de colores.";"8 colores.";"";"";"es-software-formatos-imagen-4"
"¿Cuál es la ventaja de la profundidad de color de 8 bits gris?";"";"";"No tiene apenas pérdida de calidad en los tonos y ocupa poco espacio.";"Permite representar las imágenes en calidad true color, sin pérdida de calidad en el color.";"Tiene la mayor calidad posible.";"Es estándar en las imágenes JPEG.";"";"";"es-software-formatos-imagen-4"
"¿Qué tipo de imágenes son las más apropiadas para operaciones de edición según el texto?";"";"";"Imágenes con más de 8 bits por cada tono RGB.";"Imágenes con 8 bits por tono RGB.";"Imágenes con profundidad de color total de 24 bits.";"Imágenes con profundidad de color total de 8 bits.";"";"";"es-software-formatos-imagen-4"
